data;ricoverati;terapia_intensiva;ospedalizzati;isolamento_domiciliare;totale_positivi;variazione_totale_positivi;nuovi_positivi;guariti;deceduti;totale_casi;tamponi;casi_testati;ingressi_terapia_intensiva;totale_positivi_test_molecolare;totale_positivi_test_antigenico_rapido;tamponi_test_molecolare;tamponi_test_antigenico_rapido;diff_ricoverati;diff_terapia_intensiva;diff_ospedalizzati;diff_isolamento_domiciliare;diff_totale_positivi;diff_variazione_totale_positivi;diff_nuovi_positivi;diff_guariti;diff_deceduti;diff_totale_casi;diff_tamponi;diff_totale_positivi_test_molecolare;diff_totale_positivi_test_antigenico_rapido;diff_tamponi_test_molecolare;diff_tamponi_test_antigenico_rapido;diff_casi_testati
"2022-01-05";"13364";"1428";"14792";"1406325";"1421117";"155820";"189109";"5196642";"138276";"6756035";"144315182";"41928155";"132";"5918596";"837439";"74662839";"69652343";"452";"36";"488";"155332";"155820";"15575";"189109";"33037";"231";"189109";"1094255";"91948";"97140";"363679";"730576";"208935"
"2022-01-06";"13827";"1467";"15294";"1578285";"1593579";"172462";"219441";"5243412";"138474";"6975465";"145453492";"42171448";"177";"6014907";"960558";"75023110";"70430382";"463";"39";"502";"171960";"172462";"16642";"219441";"46770";"198";"219441";"1138310";"96311";"123119";"360271";"778039";"243293"
"2022-01-07";"14591";"1499";"16090";"1657981";"1674071";"80492";"108304";"5270994";"138697";"7083762";"145945664";"42287504";"120";"6080761";"1003001";"75250881";"70694783";"764";"32";"796";"79696";"80492";"-91970";"108304";"27582";"223";"108304";"492172";"65854";"42443";"227771";"264401";"116056"
"2022-01-08";"14930";"1557";"16487";"1802406";"1818893";"144822";"197552";"5323523";"138881";"7281297";"147165930";"42520576";"154";"6164375";"1116922";"75568209";"71597721";"339";"58";"397";"144425";"144822";"64330";"197552";"52529";"184";"197552";"1220266";"83614";"113921";"317328";"902938";"233072"
"2022-01-09";"15647";"1595";"17242";"1926737";"1943979";"125086";"155659";"5353922";"139038";"7436939";"148159131";"42725013";"142";"6229650";"1207289";"75856287";"72302844";"717";"38";"755";"124331";"125086";"-19736";"155659";"30399";"157";"155659";"993201";"65275";"90367";"288078";"705123";"204437"
"2022-01-10";"16340";"1606";"17946";"1986651";"2004597";"60618";"101762";"5410482";"139265";"7554344";"148771952";"42856913";"114";"6286591";"1267753";"76085265";"72686687";"693";"11";"704";"59914";"60618";"-64468";"101762";"56560";"227";"101762";"612821";"56941";"60464";"228978";"383843";"131900"
"2022-01-11";"17067";"1677";"18744";"2115395";"2134139";"129542";"220532";"5500938";"139559";"7774863";"150147466";"43105796";"185";"6361711";"1413152";"76403257";"73744209";"727";"71";"798";"128744";"129542";"68924";"220532";"90456";"294";"220532";"1375514";"75120";"145399";"317992";"1057522";"248883"
"2022-01-12";"17309";"1669";"18978";"2203082";"2222060";"87921";"196224";"5609136";"139872";"7971068";"151338033";"43353643";"156";"6434616";"1536452";"76764844";"74573189";"242";"-8";"234";"87687";"87921";"-41621";"196224";"108198";"313";"196224";"1190567";"72905";"123300";"361587";"828980";"247847"
"2022-01-13";"17648";"1668";"19316";"2304202";"2323518";"101458";"184615";"5691939";"140188";"8155645";"152519212";"43584304";"156";"6506687";"1648958";"77098992";"75420220";"339";"-1";"338";"101120";"101458";"13537";"184615";"82803";"316";"184615";"1181179";"72071";"112506";"334148";"847031";"230661"
"2022-01-14";"18019";"1679";"19698";"2379130";"2398828";"75310";"186253";"5817138";"140548";"8356514";"153651521";"43803735";"136";"6580117";"1776397";"77413988";"76237533";"371";"11";"382";"74928";"75310";"-26148";"186253";"125199";"360";"186253";"1132309";"73430";"127439";"314996";"817313";"219431"
"2022-01-15";"18370";"1677";"20047";"2450800";"2470847";"72019";"180426";"5937747";"140856";"8549450";"154869351";"44031304";"141";"6657120";"1892330";"77738750";"77130601";"351";"-2";"349";"71670";"72019";"-3291";"180426";"120609";"308";"180426";"1217830";"77003";"115933";"324762";"893068";"227569"
"2022-01-16";"18719";"1691";"20410";"2528447";"2548857";"78010";"149512";"6016954";"141104";"8706915";"155797197";"44217594";"128";"6696656";"2010259";"77976882";"77820315";"349";"14";"363";"77647";"78010";"5991";"149512";"79207";"248";"149512";"927846";"39536";"117929";"238132";"689714";"186290"
"2022-01-17";"19228";"1717";"20945";"2534333";"2555278";"6421";"83403";"6093633";"141391";"8790302";"156338495";"44322789";"122";"6731060";"2059242";"78131373";"78207122";"509";"26";"535";"5886";"6421";"-71589";"83403";"76679";"287";"83403";"541298";"34404";"48983";"154491";"386807";"105195"
"2022-01-18";"19448";"1715";"21163";"2540993";"2562156";"6878";"212004";"6314444";"141825";"9018425";"157819844";"44547215";"150";"6786905";"2231520";"78396506";"79423338";"220";"-2";"218";"6660";"6878";"457";"212004";"220811";"434";"212004";"1481349";"55845";"172278";"265133";"1216216";"224426"
"2022-01-19";"19500";"1688";"21188";"2605402";"2626590";"64434";"192320";"6450596";"142205";"9219391";"159001733";"46518189";"134";"6845556";"2373835";"78704737";"80296996";"52";"-27";"25";"64409";"64434";"57556";"192320";"136152";"380";"192320";"1181889";"58651";"142315";"308231";"873658";"1970974"
"2022-01-20";"19659";"1698";"21357";"2660684";"2682041";"55451";"188797";"6593625";"142590";"9418256";"160111999";"46726531";"155";"6904080";"2514176";"78992687";"81119312";"159";"10";"169";"55282";"55451";"-8983";"188797";"143029";"385";"188797";"1110266";"58524";"140341";"287950";"822316";"208342"
"2022-01-21";"19485";"1707";"21192";"2674511";"2695703";"13662";"179106";"6765190";"142963";"9603856";"161229552";"46930178";"148";"6977045";"2626811";"79260426";"81969126";"-174";"9";"-165";"13827";"13662";"-41789";"179106";"171565";"373";"179106";"1117553";"72965";"112635";"267739";"849814";"203647"
"2022-01-22";"19442";"1676";"21118";"2702831";"2723949";"28246";"171263";"6913946";"143296";"9781191";"162273201";"47126726";"121";"7033326";"2747865";"79521523";"82751678";"-43";"-31";"-74";"28320";"28246";"14584";"171263";"148756";"333";"171263";"1043649";"56281";"121054";"261097";"782552";"196548"
"2022-01-23";"19627";"1685";"21312";"2713594";"2734906";"10957";"138860";"7045249";"143523";"9923678";"163206585";"47287113";"132";"7073843";"2849835";"79721198";"83485387";"185";"9";"194";"10763";"10957";"-17289";"138860";"131303";"227";"138860";"933384";"40517";"101970";"199675";"733709";"160387"
"2022-01-24";"19862";"1685";"21547";"2688310";"2709857";"-25049";"77696";"7147612";"143875";"10001344";"163725878";"47388265";"101";"7104011";"2897333";"79854189";"83871689";"235";"0";"235";"-25284";"-25049";"-36006";"77696";"102363";"352";"77696";"519293";"30168";"47498";"132991";"386302";"101152"
"2022-01-25";"20037";"1691";"21728";"2667534";"2689262";"-20595";"190514";"7382789";"144344";"10216395";"165147423";"47609557";"131";"7179872";"3036523";"80112854";"85034569";"175";"6";"181";"-20776";"-20595";"4454";"190514";"235177";"469";"190514";"1421545";"75861";"139190";"258665";"1162880";"221292"
"2022-01-26";"20001";"1665";"21666";"2694915";"2716581";"27319";"167206";"7522210";"144770";"10383561";"166244710";"47808448";"123";"7229762";"3153799";"80372410";"85872300";"-36";"-26";"-62";"27381";"27319";"47914";"167206";"139421";"426";"167206";"1097287";"49890";"117276";"259556";"837731";"198891"
"2022-01-27";"19853";"1645";"21498";"2684955";"2706453";"-10128";"155697";"7687989";"145159";"10539601";"167284466";"47990083";"125";"7281390";"3258211";"80606511";"86677955";"-148";"-20";"-168";"-9960";"-10128";"-37447";"155697";"165779";"389";"155697";"1039756";"51628";"104412";"234101";"805655";"181635"
"2022-01-28";"19796";"1630";"21426";"2647402";"2668828";"-37625";"143898";"7869583";"145537";"10683948";"168335754";"48165860";"126";"7332896";"3351052";"80837676";"87498078";"-57";"-15";"-72";"-37553";"-37625";"-27497";"143898";"181594";"378";"143898";"1051288";"51506";"92841";"231165";"820123";"175777"
"2022-01-29";"19636";"1588";"21224";"2643424";"2664648";"-4180";"137147";"8010813";"145914";"10821375";"169335244";"48335306";"118";"7372626";"3448749";"81055511";"88279733";"-160";"-42";"-202";"-3978";"-4180";"33445";"137147";"141230";"377";"137147";"999490";"39730";"97697";"217835";"781655";"169446"
"2022-01-30";"19617";"1593";"21210";"2622607";"2643817";"-20831";"104065";"8135519";"146149";"10925485";"170153413";"48482902";"95";"7404881";"3520604";"81225749";"88927664";"-19";"5";"-14";"-20817";"-20831";"-16651";"104065";"124706";"235";"104065";"818169";"32255";"71855";"170238";"647931";"147596"
"2022-01-31";"19913";"1584";"21497";"2571109";"2592606";"-51211";"57715";"8244012";"146498";"10983116";"170631727";"48563681";"112";"7425544";"3557572";"81342858";"89288869";"296";"-9";"287";"-51498";"-51211";"-30380";"57715";"108493";"349";"57715";"478314";"20663";"36968";"117109";"361205";"80779"
"2022-02-01";"19873";"1549";"21422";"2455092";"2476514";"-116092";"133142";"8492983";"146925";"11116422";"171878714";"48742289";"107";"7465049";"3651373";"81545324";"90333390";"-40";"-35";"-75";"-116017";"-116092";"-64881";"133142";"248971";"427";"133142";"1246987";"39505";"93801";"202466";"1044521";"178608"
"2022-02-02";"19550";"1524";"21074";"2386552";"2407626";"-68888";"118994";"8680799";"147320";"11235745";"172843235";"48915615";"104";"7502430";"3733315";"81773768";"91069467";"-323";"-25";"-348";"-68540";"-68888";"47204";"118994";"187816";"395";"118994";"964521";"37381";"81942";"228444";"736077";"173326"
"2022-02-03";"19324";"1457";"20781";"2307449";"2328230";"-79396";"112691";"8872737";"147734";"11348701";"173758572";"49063883";"95";"7544511";"3804190";"81978831";"91779741";"-226";"-67";"-293";"-79103";"-79396";"-10508";"112691";"191938";"414";"112691";"915337";"42081";"70875";"205063";"710274";"148268"
"2022-02-04";"19000";"1440";"20440";"2197904";"2218344";"-109886";"99522";"9083090";"148167";"11449601";"174643465";"49207964";"114";"7576778";"3872823";"82168606";"92474859";"-324";"-17";"-341";"-109545";"-109886";"-30490";"99522";"210353";"433";"99522";"884893";"32267";"68633";"189775";"695118";"144081"
"2022-02-05";"18615";"1411";"20026";"2108517";"2128543";"-89801";"93157";"9265708";"148542";"11542793";"175489945";"49348658";"104";"7608501";"3934292";"82366772";"93123173";"-385";"-29";"-414";"-89387";"-89801";"20085";"93157";"182618";"375";"93157";"846480";"31723";"61469";"198166";"648314";"140694"
"2022-02-06";"18498";"1431";"19929";"2053319";"2073248";"-55295";"78952";"9399717";"148771";"11621736";"176176489";"49467196";"105";"7633243";"3988493";"82517134";"93659355";"-117";"20";"-97";"-55198";"-55295";"34506";"78952";"134009";"229";"78952";"686544";"24742";"54201";"150362";"536182";"118538"
"2022-02-07";"18675";"1423";"20098";"1970603";"1990701";"-82547";"41247";"9523540";"149097";"11663338";"176570152";"49539069";"70";"7646782";"4016556";"82605992";"93964160";"177";"-8";"169";"-82716";"-82547";"-27252";"41247";"123823";"326";"41247";"393663";"13539";"28063";"88858";"304805";"71873"
"2022-02-08";"18337";"1376";"19713";"1908087";"1927800";"-62901";"101864";"9688455";"149512";"11765767";"177569247";"49685945";"99";"7671892";"4093875";"82785626";"94783621";"-338";"-47";"-385";"-62516";"-62901";"19646";"101864";"164915";"415";"101864";"999095";"25110";"77319";"179634";"819461";"146876"
"2022-02-09";"17932";"1350";"19282";"1855343";"1874625";"-53175";"81367";"9822915";"149896";"11847436";"178300531";"49816014";"90";"7696394";"4151042";"82976598";"95323933";"-405";"-26";"-431";"-52744";"-53175";"9726";"81367";"134460";"384";"81367";"731284";"24502";"57167";"190972";"540312";"130069"
"2022-02-10";"17354";"1322";"18676";"1794598";"1813274";"-61351";"75861";"9960136";"150221";"11923631";"178984246";"49937792";"83";"7720991";"4202640";"83142747";"95841499";"-578";"-28";"-606";"-60745";"-61351";"-8176";"75861";"137221";"325";"75861";"683715";"24597";"51598";"166149";"517566";"121778"
"2022-02-11";"16824";"1265";"18089";"1733036";"1751125";"-62149";"67152";"10089429";"150555";"11991109";"179648032";"50046103";"100";"7741794";"4249315";"83313057";"96334975";"-530";"-57";"-587";"-61562";"-62149";"-798";"67152";"129293";"334";"67152";"663786";"20803";"46675";"170310";"493476";"108311"
"2022-02-12";"16310";"1223";"17533";"1678081";"1695614";"-55511";"62231";"10206892";"150824";"12053330";"180235677";"50148897";"68";"7760728";"4292602";"83484074";"96751603";"-514";"-42";"-556";"-54955";"-55511";"6638";"62231";"117463";"269";"62231";"587645";"18934";"43287";"171017";"416628";"102794"
"2022-02-13";"16060";"1190";"17250";"1621423";"1638673";"-56941";"51959";"10315987";"151015";"12105675";"180698558";"50236430";"66";"7777132";"4328543";"83603062";"97095496";"-250";"-33";"-283";"-56658";"-56941";"-1430";"51959";"109095";"191";"51959";"462881";"16404";"35941";"118988";"343893";"87533"
"2022-02-14";"16050";"1173";"17223";"1573392";"1590615";"-48058";"28630";"10392540";"151296";"12134451";"180982449";"50287710";"63";"7784068";"4350383";"83677548";"97304901";"-10";"-17";"-27";"-48031";"-48058";"8883";"28630";"76553";"281";"28630";"283891";"6936";"21840";"74486";"209405";"51280"
"2022-02-15";"15602";"1119";"16721";"1533689";"1550410";"-40205";"70852";"10503380";"151684";"12205474";"181678193";"50396431";"87";"7801885";"4403589";"83819169";"97859024";"-448";"-54";"-502";"-39703";"-40205";"7853";"70852";"110840";"388";"70852";"695744";"17817";"53206";"141621";"554123";"108721"
"2022-02-16";"15127";"1073";"16200";"1463913";"1480113";"-70297";"59749";"10633268";"151962";"12265343";"182233273";"50502584";"75";"7817195";"4448148";"83967772";"98265501";"-475";"-46";"-521";"-69776";"-70297";"-30092";"59749";"129888";"278";"59749";"555080";"15310";"44559";"148603";"406477";"106153"
"2022-02-17";"14562";"1037";"15599";"1422609";"1438208";"-41905";"57890";"10732908";"152282";"12323398";"182771404";"50596115";"71";"7832891";"4490507";"84100681";"98670723";"-565";"-36";"-601";"-41304";"-41905";"28392";"57890";"99640";"320";"57890";"538131";"15696";"42359";"132909";"405222";"93531"
"2022-02-18";"13948";"987";"14935";"1389187";"1404122";"-34086";"53662";"10820380";"152596";"12377098";"183281687";"50687246";"52";"7848319";"4528779";"84228399";"99053288";"-614";"-50";"-664";"-33422";"-34086";"7819";"53662";"87472";"314";"53662";"510283";"15428";"38272";"127718";"382565";"91131"
"2022-02-19";"13387";"953";"14340";"1355438";"1369778";"-34344";"50534";"10905147";"152848";"12427773";"183773732";"50780044";"76";"7862292";"4565481";"84351579";"99422153";"-561";"-34";"-595";"-33749";"-34344";"-258";"50534";"84767";"252";"50534";"492045";"13973";"36702";"123180";"368865";"92798"
"2022-02-20";"13284";"934";"14218";"1334129";"1348347";"-21431";"42081";"10968639";"152989";"12469975";"184146508";"50853494";"52";"7872447";"4597528";"84446773";"99699735";"-103";"-19";"-122";"-21309";"-21431";"12913";"42081";"63492";"141";"42081";"372776";"10155";"32047";"95194";"277582";"73450"
"2022-02-21";"13375";"928";"14303";"1307668";"1321971";"-26376";"24408";"11019298";"153190";"12494459";"184378274";"50898597";"55";"7878835";"4615624";"84507224";"99871050";"91";"-6";"85";"-26461";"-26376";"-4945";"24408";"50659";"201";"24408";"231766";"6388";"18096";"60451";"171315";"45103"
"2022-02-22";"13076";"896";"13972";"1277821";"1291793";"-30178";"60029";"11109291";"153512";"12554596";"184981913";"50992982";"82";"7892532";"4662064";"84638245";"100343668";"-299";"-32";"-331";"-29847";"-30178";"-3802";"60029";"89993";"322";"60029";"603639";"13697";"46440";"131021";"472618";"94385"
"2022-02-23";"12527";"886";"13413";"1208010";"1221423";"-70370";"49040";"11228571";"153764";"12603758";"185461360";"51086581";"81";"7904335";"4699423";"84774479";"100686881";"-549";"-10";"-559";"-69811";"-70370";"-40192";"49040";"119280";"252";"49040";"479447";"11803";"37359";"136234";"343213";"93599"
"2022-02-24";"12125";"839";"12964";"1186264";"1199228";"-22195";"46169";"11298010";"154013";"12651251";"185945890";"51179953";"56";"7917305";"4733946";"84894619";"101051271";"-402";"-47";"-449";"-21746";"-22195";"48175";"46169";"69439";"249";"46169";"484530";"12970";"34523";"120140";"364390";"93372"
"2022-02-25";"11706";"799";"12505";"1163419";"1175924";"-23304";"40948";"11363190";"154206";"12693320";"186386005";"51261122";"58";"7929496";"4763824";"85013268";"101372737";"-419";"-40";"-459";"-22845";"-23304";"-1109";"40948";"65180";"193";"40948";"440115";"12191";"29878";"118649";"321466";"81169"
"2022-02-26";"11103";"763";"11866";"1128692";"1140558";"-35366";"38375";"11437706";"154416";"12732680";"186820082";"51340236";"44";"7939603";"4793077";"85121863";"101698219";"-603";"-36";"-639";"-34727";"-35366";"-12062";"38375";"74516";"210";"38375";"434077";"10107";"29253";"108595";"325482";"79114"
"2022-02-27";"10868";"733";"11601";"1110677";"1122278";"-18280";"30629";"11487720";"154560";"12764558";"187137866";"51411708";"26";"7915757";"4848801";"85200886";"101936980";"-235";"-30";"-265";"-18015";"-18280";"17086";"30629";"50014";"144";"30629";"317784";"-23846";"55724";"79023";"238761";"71472"
"2022-02-28";"10851";"714";"11565";"1088369";"1099934";"-22344";"17981";"11528135";"154767";"12782836";"187336379";"51449663";"39";"7949300";"4833536";"85251765";"102084614";"-17";"-19";"-36";"-22308";"-22344";"-4064";"17981";"40415";"207";"17981";"198513";"33543";"-15265";"50879";"147634";"37955"
"2022-03-01";"10456";"708";"11164";"1062066";"1073230";"-26704";"46631";"11601742";"155000";"12829972";"187867237";"51541775";"74";"7959909";"4870063";"85369378";"102497859";"-395";"-6";"-401";"-26303";"-26704";"-4360";"46631";"73607";"233";"46631";"530858";"10609";"36527";"117613";"413245";"92112"
"2022-03-02";"9954";"681";"10635";"1050975";"1061610";"-11620";"36429";"11651094";"155214";"12867918";"188282525";"51627327";"40";"7969386";"4898532";"85487020";"102795505";"-502";"-27";"-529";"-11091";"-11620";"15084";"36429";"49352";"214";"36429";"415288";"9477";"28469";"117642";"297646";"85552"
"2022-03-03";"9599";"654";"10253";"1031209";"1041462";"-20148";"41500";"11713645";"155399";"12910506";"188713837";"51712137";"52";"7980150";"4930356";"85590680";"103123157";"-355";"-27";"-382";"-19766";"-20148";"-8528";"41500";"62551";"185";"41500";"431312";"10764";"31824";"103660";"327652";"84810"
"2022-03-04";"9297";"625";"9922";"1013865";"1023787";"-17675";"38095";"11769463";"155609";"12948859";"189102673";"51778402";"31";"7988967";"4959892";"85693793";"103408880";"-302";"-29";"-331";"-17344";"-17675";"2473";"38095";"55818";"210";"38095";"388836";"8817";"29536";"103113";"285723";"66265"
"2022-03-05";"8974";"609";"9583";"1009248";"1018831";"-4956";"39963";"11815610";"155782";"12990223";"189484157";"51855322";"59";"7998336";"4991887";"85787000";"103697157";"-323";"-16";"-339";"-4617";"-4956";"12719";"39963";"46147";"173";"39963";"381484";"9369";"31995";"93207";"288277";"76920"
"2022-03-06";"8828";"603";"9431";"1006910";"1016341";"-2490";"35057";"11853884";"155887";"13026112";"189780403";"51922636";"37";"8007940";"5018172";"85859150";"103921253";"-146";"-6";"-152";"-2338";"-2490";"2466";"35057";"38274";"105";"35057";"296246";"9604";"26285";"72150";"224096";"67314"
"2022-03-07";"8989";"610";"9599";"998761";"1008360";"-7981";"22083";"11884397";"156017";"13048774";"189968677";"51967720";"35";"8010726";"5038048";"85904001";"104064676";"161";"7";"168";"-8149";"-7981";"-5491";"22083";"30513";"130";"22083";"188274";"2786";"19876";"44851";"143423";"45084"
"2022-03-08";"8776";"592";"9368";"1002153";"1011521";"3161";"60191";"11941805";"156201";"13109527";"190499871";"52067963";"50";"8022476";"5087051";"86022321";"104477550";"-213";"-18";"-231";"3392";"3161";"11142";"60191";"57408";"184";"60191";"531194";"11750";"49003";"118320";"412874";"100243"
"2022-03-09";"8575";"563";"9138";"992784";"1001922";"-9599";"48483";"12001063";"156357";"13159342";"190933832";"52162911";"43";"8033752";"5125590";"86147575";"104786257";"-201";"-29";"-230";"-9369";"-9599";"-12760";"48483";"59258";"156";"48483";"433961";"11276";"38539";"125254";"308707";"94948"
"2022-03-10";"8414";"545";"8959";"962196";"971155";"-30767";"54230";"12086850";"156493";"13214498";"191387173";"52257465";"48";"8046052";"5168446";"86253299";"105133874";"-161";"-18";"-179";"-30588";"-30767";"-21168";"54230";"85787";"136";"54230";"453341";"12300";"42856";"105724";"347617";"94554"
"2022-03-11";"8274";"527";"8801";"967678";"976479";"5324";"53127";"12135331";"156649";"13268459";"191812811";"52350045";"35";"8058408";"5210051";"86355379";"105457432";"-140";"-18";"-158";"5482";"5324";"36091";"53127";"48481";"156";"53127";"425638";"12356";"41605";"102080";"323558";"92580"
"2022-03-12";"8234";"513";"8747";"976875";"985622";"9143";"53825";"12180724";"156782";"13323128";"192230588";"52441042";"40";"8069893";"5253235";"86453597";"105776991";"-40";"-14";"-54";"9197";"9143";"3819";"53825";"45393";"133";"53825";"417777";"11485";"43184";"98218";"319559";"90997"
"2022-03-13";"8240";"516";"8756";"990748";"999504";"13882";"48886";"12216835";"156868";"13373207";"192560616";"52519706";"41";"8079652";"5293555";"86531713";"106028903";"6";"3";"9";"13873";"13882";"4739";"48886";"36111";"86";"48886";"330028";"9759";"40320";"78116";"251912";"78664"
"2022-03-14";"8468";"518";"8986";"994253";"1003239";"3735";"28900";"12242669";"156997";"13402905";"192765493";"52568640";"32";"8084835";"5318070";"86576281";"106189212";"228";"2";"230";"3505";"3735";"-10147";"28900";"25834";"129";"28900";"204877";"5183";"24515";"44568";"160309";"48934"
"2022-03-15";"8473";"502";"8975";"1027149";"1036124";"32885";"85288";"12296018";"157177";"13489319";"193352508";"52680134";"51";"8098936";"5390383";"86698487";"106654021";"5";"-16";"-11";"32896";"32885";"29150";"85288";"53349";"180";"85288";"587015";"14101";"72313";"122206";"464809";"111494"
"2022-03-16";"8410";"477";"8887";"1045280";"1054167";"18043";"72568";"12351985";"157314";"13563466";"193843219";"52787563";"31";"8112263";"5451203";"86821819";"107021400";"-63";"-25";"-88";"18131";"18043";"-14842";"72568";"55967";"137";"72568";"490711";"13327";"60820";"123332";"367379";"107429"
"2022-03-17";"8397";"473";"8870";"1079347";"1088217";"34050";"79895";"12400175";"157442";"13645834";"194373101";"52902939";"51";"8129686";"5516148";"86936668";"107436433";"-13";"-4";"-17";"34067";"34050";"16007";"79895";"48190";"128";"79895";"529882";"17423";"64945";"114849";"415033";"115376"
"2022-03-18";"8403";"474";"8877";"1111344";"1120221";"32004";"76250";"12446583";"157607";"13724411";"194863984";"53013320";"47";"8144057";"5580354";"87043832";"107820152";"6";"1";"7";"31997";"32004";"-2046";"76250";"46408";"165";"76250";"490883";"14371";"64206";"107164";"383719";"110381"
"2022-03-19";"8319";"471";"8790";"1138729";"1147519";"27298";"74024";"12494968";"157692";"13800179";"195342035";"53120934";"56";"8161532";"5638647";"87147082";"108194953";"-84";"-3";"-87";"27385";"27298";"-4706";"74024";"48385";"85";"74024";"478051";"17475";"58293";"103250";"374801";"107614"
"2022-03-20";"8430";"467";"8897";"1163927";"1172824";"25305";"60415";"12531134";"157785";"13861743";"195712501";"53206304";"29";"8171787";"5689956";"87228523";"108483978";"111";"-4";"107";"25198";"25305";"-1993";"60415";"36166";"93";"60415";"370466";"10255";"51309";"81441";"289025";"85370"
"2022-03-21";"8728";"463";"9191";"1166089";"1175280";"2456";"32573";"12562004";"157904";"13895188";"195930717";"53260255";"31";"8177750";"5717438";"87278454";"108652263";"298";"-4";"294";"2162";"2456";"-22849";"32573";"30870";"119";"32573";"218216";"5963";"27482";"49931";"168285";"53951"
"2022-03-22";"8969";"455";"9424";"1191183";"1200607";"25327";"96365";"12633384";"158101";"13992092";"196572613";"53379377";"47";"8192954";"5799138";"87396186";"109176427";"241";"-8";"233";"25094";"25327";"22871";"96365";"71380";"197";"96365";"641896";"15204";"81700";"117732";"524164";"119122"
"2022-03-23";"8939";"466";"9405";"1217485";"1226890";"26283";"76260";"12685306";"158254";"14070450";"197086357";"53499849";"55";"8207062";"5863388";"87518600";"109567757";"-30";"11";"-19";"26302";"26283";"956";"76260";"51922";"153";"76260";"513744";"14108";"64250";"122414";"391330";"120472"
"2022-03-24";"9029";"447";"9476";"1236327";"1245803";"18913";"81811";"12748859";"158436";"14153098";"197631659";"53614681";"41";"8223130";"5929968";"87632631";"109999028";"90";"-19";"71";"18842";"18913";"-7370";"81811";"63553";"182";"81811";"545302";"16068";"66580";"114031";"431271";"114832"
"2022-03-25";"8994";"447";"9441";"1236840";"1246281";"478";"75616";"12824632";"158582";"14229495";"198135632";"53722281";"49";"8236472";"5993023";"87742645";"110392987";"-35";"0";"-35";"513";"478";"-18435";"75616";"75773";"146";"75616";"503973";"13342";"63055";"110014";"393959";"107600"
"2022-03-26";"9023";"452";"9475";"1244908";"1254383";"8102";"73357";"12891028";"158700";"14304111";"198639817";"53833635";"45";"8251919";"6052192";"87844207";"110795610";"29";"5";"34";"8068";"8102";"7624";"73357";"66396";"118";"73357";"504185";"15447";"59169";"101562";"402623";"111354"
"2022-03-27";"9181";"464";"9645";"1253246";"1262891";"8508";"59555";"12943050";"158782";"14364723";"199024140";"53918194";"40";"8261294";"6103429";"87924008";"111100132";"158";"12";"170";"8338";"8508";"406";"59555";"52022";"82";"59555";"384323";"9375";"51237";"79801";"304522";"84559"
"2022-03-28";"9496";"487";"9983";"1244073";"1254056";"-8835";"30710";"12983350";"158877";"14396283";"199235675";"53962864";"39";"8269229";"6127054";"87968303";"111267372";"315";"23";"338";"-9173";"-8835";"-17343";"30710";"40300";"95";"30710";"211535";"7935";"23625";"44295";"167240";"44670"
"2022-03-29";"9740";"487";"10227";"1256651";"1266878";"12822";"99457";"13070647";"159054";"14496579";"199896383";"54083192";"46";"8283550";"6213029";"88093392";"111802991";"244";"0";"244";"12578";"12822";"21657";"99457";"87297";"177";"99457";"660708";"14321";"85975";"125089";"535619";"120328"
"2022-03-30";"9871";"481";"10352";"1272464";"1282816";"15938";"77621";"13125950";"159224";"14567990";"200421282";"54211527";"50";"8290015";"6277975";"88213039";"112208243";"131";"-6";"125";"15813";"15938";"3116";"77621";"55303";"170";"77621";"524899";"6465";"64946";"119647";"405252";"128335"
"2022-03-31";"9898";"468";"10366";"1266678";"1277044";"-5772";"73195";"13205927";"159383";"14642354";"200908095";"54306198";"46";"8305126";"6337228";"88316604";"112591491";"27";"-13";"14";"-5786";"-5772";"-21710";"73195";"79977";"159";"73195";"486813";"15111";"59253";"103565";"383248";"94671"
"2022-04-01";"9981";"476";"10457";"1261030";"1271487";"-5557";"74350";"13288370";"159537";"14719394";"201422918";"54415704";"47";"8320261";"6399133";"88424024";"112998894";"83";"8";"91";"-5648";"-5557";"215";"74350";"82443";"154";"74350";"514823";"15135";"61905";"107420";"407403";"109506"
"2022-04-02";"9949";"493";"10442";"1267169";"1277611";"6124";"70803";"13353529";"159666";"14790806";"201899959";"54505989";"72";"8333316";"6457490";"88522226";"113377733";"-32";"17";"-15";"6139";"6124";"11681";"70803";"65159";"129";"70803";"477041";"13055";"58357";"98202";"378839";"90285"
"2022-04-03";"10017";"489";"10506";"1273510";"1284016";"6405";"53588";"13402015";"159784";"14845815";"202264141";"54585746";"42";"8343747";"6502068";"88596224";"113667917";"68";"-4";"64";"6341";"6405";"281";"53588";"48486";"118";"53588";"364182";"10431";"44578";"73998";"290184";"79757"
"2022-04-04";"10241";"483";"10724";"1263581";"1274305";"-9711";"30630";"13442930";"159909";"14877144";"203647359";"54806680";"36";"8347867";"6529277";"88644333";"115003026";"224";"-6";"218";"-9929";"-9711";"-16116";"30630";"40915";"125";"30630";"1383218";"4120";"27209";"48109";"1335109";"220934"
"2022-04-05";"10246";"471";"10717";"1263671";"1274388";"83";"88173";"13531567";"160103";"14966058";"204235935";"54911237";"57";"8363971";"6602087";"88747785";"115488150";"5";"-12";"-7";"90";"83";"9794";"88173";"88637";"194";"88173";"588576";"16104";"72810";"103452";"485124";"104557"
